Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action
90002452,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Line 24 Shift A,1/06/2015
90002455,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10110,JKT Melt,Batch & Furnace,1/12/2007
90002456,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/11/2013
90002457,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10290,JKT HR & Training,Human Resources,1/04/2003
90002459,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,A'Shift - Inspection & Packing,1/01/2005
90002460,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Distribution,1/07/2013
90002461,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"Shift Operation ""B""",1/08/2015
90002464,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Plant Engineering,1/09/2004
90002465,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Plant Engineering,1/03/2005
90002466,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/09/2007
90002468,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/04/2014
90002470,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/07/2012
90002473,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/02/2012
90002474,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/01/2013
90002477,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/06/2009
90002478,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/10/2012
90002484,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Secondary Process,1/06/2002
90002492,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Distribution,1/07/2013
90002496,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Distribution,1/08/2007
90002497,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10230,JKT Maintenance-Elec,Electrical,6/07/2010
90002499,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Logistics,1/03/2002
90002502,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/12/2009
90002505,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Inspection Packaging,1/08/2013
90002508,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,"Shift Operation ""A""",1/06/2009
90002513,Termination (HR checklist),Illness / Disability,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,,,,1/05/2002
90002515,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10110,JKT Melt,Batch & Furnace,1/10/2009
90002516,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10210,JKT Mould Shop,Mould Shop/R & D,1/11/2005
90002517,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/08/2013
90002519,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""B"" Shift Cold End",1/07/2007
90002520,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,Inspection Packaging,1/05/2016
90002521,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,D'Shift - Inspection & Packing,1/07/2005
90002522,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/09/2007
90002523,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/10/2014
90002525,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10100,JKT Batch,Batch & Furnace,1/06/2014
90002527,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/09/2016
90002532,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Distribution,1/04/2014
90002534,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/08/2013
90002541,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Distribution,1/01/2016
90002542,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10580,JKT Warehousing,Store,1/05/2013
90002543,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,C'Shift - Inspection & Packing,1/08/2005
90002544,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Quality Service,1/05/2013
90002550,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,D' Shift - Forming,1/02/2004
90002554,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/07/2016
90002555,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10110,JKT Melt,Batch & Furnace,1/07/2012
90002557,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""D"" Shift Cold End",1/07/2009
90002559,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/06/2010
90002561,Termination (HR checklist),Illness / Disability,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Distribution,1/05/2012
90002564,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/05/2009
90002566,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/08/2006
90002567,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10210,JKT Mould Shop,Mould Shop/R & D,1/06/2009
90002568,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/08/2015
90002573,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Inspection Packaging,1/01/2013
90002575,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""B"" Shift Cold End",1/08/2010
90002576,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/08/2010
90002581,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10170,JKT Pack,Quality Service,1/01/2009
90002582,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/07/2008
90002586,Termination (HR checklist),Illness / Disability,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"Shift Operation ""C""",1/04/2017
90002590,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/04/2015
90002593,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/03/2018
90002595,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Line 14 Shift C,1/02/2015
90002596,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"Shift Operation ""D""",1/09/2015
90002597,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/01/2009
90002601,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Line 14 Shift B,1/12/2014
90002604,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Logistic & PPIC,1/03/2017
90002605,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""D"" Shift Cold End",1/08/2013
90002608,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Distribution,1/07/2015
90002615,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Inspection Packaging,1/06/2014
90002617,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002618,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Distribution,1/05/2013
90002620,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10210,JKT Mould Shop,Mould Shop/R & D,1/06/2005
90002622,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10580,JKT Warehousing,Store,1/08/2015
90002624,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""D"" Shift Cold End",1/08/2009
90002629,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,Forming,1/11/2015
90002632,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/10/2011
90002638,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Plant Engineering,22/08/2003
90002642,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/07/2012
90002645,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,23/03/2017
90002651,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/05/2013
90002652,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10270,JKT Manufacturing,Finance,1/11/2014
90002654,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Warehouse,1/05/2017
90002656,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Line 22 Shift A,1/01/2015
90002657,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Distribution,12/12/2012
90002662,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/01/2014
90002664,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Distribution,1/12/2016
90002665,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/02/2017
90002669,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/07/2017
90002670,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/11/2016
90002674,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10400,JKT Administration,PT Kangar Consolidated Industries,1/06/2019
90002680,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Logistics,7/07/2004
90002681,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10580,JKT Warehousing,Warehouse,1/12/2017
90002682,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Logistics,1/01/2005
90002685,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/09/2013
90002689,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift C,1/05/2014
90002691,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,"Shift Operation ""A""",1/12/2015
90002696,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift D,1/01/2014
90002711,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10270,JKT Manufacturing,Manufacturing,1/06/2014
90002717,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/07/2016
90002718,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/07/2019
90002737,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""B"" Shift Cold End",1/09/2007
90002745,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""C"" Shift Cold End",1/04/2012
90002747,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,"Shift Operation ""D""",1/03/2018
90002748,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""B"" Shift Cold End",1/01/2008
90002750,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift C,16/07/2016
90002753,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Line 22 Shift C,1/03/2015
90002764,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10130,JKT Forming,Line 21 Shift C,1/12/2016
90002766,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,21/07/2015
90002767,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""C"" Shift Cold End",13/08/2008
90002768,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift B,1/11/2018
90002769,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Line 22 Shift C,1/12/2015
90002774,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""C"" Shift Cold End",1/09/2013
90002775,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,D'Shift - Inspection & Packing,4/08/2004
90002776,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,A'Shift - Inspection & Packing,7/06/2006
90002781,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,"Shift Operation ""B""",1/12/2017
